Mass-to-charge,Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5,Spectra 6
710.0036,715,0,613,664,102,0
710.0298,1226,0,102,664,0,0
710.056,1225,0,102,408,0,0
710.0822,460,0,51,102,0,51
710.1084,459,102,153,51,51,153
710.1346,817,102,153,0,409,204
710.1608,1430,102,306,51,664,307
710.187,1482,0,306,102,562,204
710.2133,1073,0,153,255,460,102
710.2395,408,0,102,255,613,0
710.2657,408,0,51,102,613,0
710.2919,357,0,255,663,614,0
710.3181,715,0,664,1482,358,0
710.3443,919,0,921,1585,153,0
710.3705,868,102,716,1379,51,0
710.3967,867,51,204,919,307,0
710.4229,919,0,153,612,563,0
710.4491,715,0,102,612,664,0
710.4753,613,0,51,613,613,255
710.5016,408,51,51,818,561,716
710.5278,409,307,204,870,767,767
710.554,409,409,358,613,818,204
710.5802,408,256,460,1124,715,0
710.6064,715,153,408,1585,510,0
710.6326,1430,102,256,1278,357,0
710.6588,971,153,204,459,255,0
710.6851,409,204,306,561,51,0
710.7113,306,204,409,971,153,0
710.7375,817,153,409,1380,306,0
710.7637,1074,102,204,1585,102,0
710.7899,1124,0,0,1431,0,0
710.8161,511,0,153,817,0,0
710.8424,358,0,409,306,102,0
710.8686,459,0,613,562,204,0
710.8948,510,102,562,920,255,0
710.921,306,256,460,766,255,0
710.9472,665,256,204,613,102,0
710.9735,920,102,204,408,0,0
710.9997,1124,0,153,408,255,204
711.0259,1021,0,357,460,306,204
711.0521,1175,0,767,817,408,102
711.0783,1328,0,869,969,409,51
711.1046,1431,0,460,1276,664,256
711.1308,767,51,102,561,869,511
711.157,358,102,204,102,970,614
711.1832,459,51,204,102,765,255
711.2095,766,153,102,510,715,0
711.2357,818,102,255,869,971,0
711.2619,766,204,307,971,1124,0
711.2881,460,255,664,817,767,0
711.3144,255,204,563,664,613,0
711.3406,357,255,204,664,563,0
711.3668,562,409,255,870,664,0
711.3931,459,409,511,716,613,0
711.4193,613,153,357,306,358,0
711.4455,869,153,153,510,102,0
711.4717,868,51,153,715,204,102
711.498,511,0,204,765,204,153
711.5242,562,0,306,767,307,102
711.5504,306,0,408,664,562,0
711.5767,255,0,511,766,664,51
711.6029,306,0,357,766,459,204
711.6291,561,0,153,663,357,204
711.6554,306,0,0,561,255,51
711.6816,306,153,102,613,307,51
711.7078,358,102,204,562,358,255
711.7341,460,51,51,460,511,307
711.7603,307,102,153,561,716,102
711.7865,204,204,460,664,664,0
711.8128,255,255,409,459,256,0
711.839,460,102,459,255,51,0
711.8653,409,256,256,204,102,102
711.8915,511,665,204,357,204,102
711.9177,460,1074,102,153,204,0
711.944,664,870,408,204,255,0
711.9702,459,358,357,869,306,0
711.9964,612,102,256,1278,306,0
712.0227,664,0,357,919,409,0
712.0489,613,0,409,561,614,0
712.0752,204,0,409,510,409,51
712.1014,51,0,357,408,357,51
712.1276,153,0,408,306,255,51
712.1539,408,0,255,357,102,51
712.1801,408,0,204,204,204,51
712.2064,511,102,204,357,102,102
712.2326,664,255,255,408,51,0
712.2589,919,358,358,204,153,0
712.2851,1071,409,204,51,613,0
712.3114,1021,256,0,204,1278,0
712.3376,663,0,51,664,869,0
712.3638,663,0,51,1022,408,0
712.3901,613,0,0,868,357,0
712.4163,716,0,0,817,561,51
712.4426,1124,306,0,818,408,51
712.4688,1584,511,0,919,306,51
712.4951,1124,306,0,869,153,0
712.5213,613,51,0,1329,307,0
712.5476,255,102,51,1277,511,0
712.5738,665,255,51,1022,460,0
712.6001,562,204,153,562,306,51
712.6263,562,153,204,817,153,102
712.6526,459,204,51,816,204,102
712.6788,511,307,255,612,511,51
712.7051,357,51,408,357,818,51
712.7313,306,153,255,306,920,0
712.7576,255,204,204,408,613,0
712.7839,459,153,460,409,409,51
712.8101,357,51,664,204,306,102
712.8364,153,408,613,204,306,204
712.8626,255,459,510,153,562,153
712.8889,510,204,919,102,716,102
712.9151,357,102,1788,102,511,102
712.9414,0,255,2302,512,255,153
712.9676,102,460,1945,614,358,51
712.9939,510,460,1381,460,562,0
713.0202,817,255,459,102,510,0
713.0464,1277,51,102,102,204,0
713.0727,1124,153,102,306,0,0
713.0989,816,512,307,817,0,0
713.1252,306,614,256,818,0,51
713.1515,408,358,102,408,153,0
713.1777,358,0,0,153,408,0
713.204,511,51,0,255,358,0
713.2302,613,102,0,153,357,0
713.2565,767,102,0,306,460,153
713.2828,921,51,102,816,460,306
713.309,1021,102,306,1021,204,255
713.3353,817,204,357,663,255,204
713.3616,1227,358,204,561,818,102
713.3878,1176,256,511,663,1073,204
713.4141,920,0,665,562,1021,204
713.4404,561,0,409,204,663,0
713.4666,766,51,204,153,460,0
713.4929,1072,51,255,459,460,0
713.5192,1278,51,358,665,358,0
713.5454,817,51,153,255,307,0
713.5717,715,0,0,204,204,0
713.598,665,204,102,613,153,0
713.6242,665,255,204,1124,255,0
713.6505,563,153,153,1277,357,51
713.6768,511,255,102,1379,409,102
713.7031,102,306,204,920,358,0
713.7293,102,153,153,613,409,0
713.7556,204,102,153,459,562,0
713.7819,306,255,612,561,715,51
713.8081,714,153,1020,714,408,102
713.8344,1023,0,918,1071,408,51
713.8607,818,0,919,1176,255,0
713.887,562,0,1381,1330,255,0
713.9132,204,0,1074,612,408,0
713.9395,255,0,408,408,614,0
713.9658,153,0,204,459,306,0
713.9921,102,204,408,460,204,51
714.0183,357,102,510,255,204,153
714.0446,561,0,561,102,306,204
714.0709,510,0,357,255,409,51
714.0972,255,0,612,663,460,51
714.1235,153,0,766,817,357,153
714.1497,256,0,561,818,408,204
714.176,511,102,204,562,204,204
714.2023,715,153,255,561,357,102
714.2286,920,102,408,561,409,0
714.2549,919,102,357,816,306,102
714.2811,816,51,102,918,153,307
714.3074,1328,0,51,867,613,460
714.3337,919,0,0,357,613,256
714.36,817,51,0,51,613,102
714.3863,1226,153,306,51,613,256
714.4126,1482,204,664,562,512,153
714.4388,1124,102,511,1022,562,0
714.4651,765,153,204,1432,817,51
714.4914,408,51,357,1533,460,51
714.5177,408,51,510,766,358,51
714.544,255,153,408,357,306,0
714.5703,153,153,255,255,408,0
714.5966,255,0,102,255,817,0
714.6228,818,102,0,357,561,0
714.6491,1022,153,306,561,204,0
714.6754,1123,153,767,921,51,0
714.7017,664,51,767,562,307,0
714.728,918,102,306,204,358,0
714.7543,1225,51,306,204,153,0
714.7806,1430,51,357,307,51,102
714.8069,714,153,255,255,204,204
714.8332,153,256,153,153,306,255
714.8595,255,153,357,102,664,153
714.8857,817,204,511,204,920,51
714.912,664,153,511,153,870,102
714.9383,664,204,409,204,562,153
714.9646,561,102,153,510,306,153
714.9909,715,51,51,920,204,153
715.0172,459,0,102,870,102,102
715.0435,459,0,0,562,358,102
715.0698,715,0,51,153,307,51
715.0961,1021,0,153,204,255,153
715.1224,715,0,102,306,102,204
715.1487,664,0,0,612,511,204
715.175,1125,51,0,715,817,51
715.2013,1330,51,102,561,1124,0
715.2276,766,0,204,357,1175,0
715.2539,766,0,306,460,869,0
715.2802,357,0,204,613,511,0
715.3065,0,0,204,460,460,0
715.3328,204,0,153,153,357,0
715.3591,408,0,204,357,204,0
715.3854,306,0,255,459,255,0
715.4117,459,204,357,612,510,0
715.438,459,409,255,868,716,0
715.4643,714,511,153,919,1023,0
715.4906,765,204,51,868,817,0
715.5169,1124,51,153,868,971,0
715.5432,664,51,307,766,1176,0
715.5695,460,51,306,971,1226,0
715.5958,459,153,255,919,766,0
715.6221,613,306,204,663,715,0
715.6484,408,408,153,715,1073,102
715.6748,357,256,102,818,970,256
715.7011,51,102,102,918,562,204
715.7274,0,102,51,766,613,51
715.7537,153,255,51,715,409,102
715.78,358,511,357,817,256,153
715.8063,510,614,664,818,0,102
715.8326,358,614,920,459,0,0
715.8589,153,459,664,102,51,0
715.8852,255,664,612,256,357,0
715.9115,307,613,766,307,613,0
715.9379,357,256,766,256,869,0
715.9642,357,256,511,255,460,0
715.9905,511,307,869,510,204,153
716.0168,613,256,1073,510,51,204
716.0431,920,408,613,357,51,153
716.0694,767,357,51,613,102,0
716.0957,767,460,255,1329,459,0
716.1221,408,459,664,1944,562,0
716.1484,765,409,613,1788,613,0
716.1747,714,204,562,716,869,0
716.201,306,0,511,102,1433,0
716.2273,204,255,409,204,1382,0
716.2536,561,460,306,562,1177,0
716.28,816,306,204,766,766,0
716.3063,816,51,51,868,767,0
716.3326,919,0,102,919,664,204
716.3589,1124,0,307,868,357,409
716.3852,1123,0,204,510,306,307
716.4116,1124,51,0,408,972,0
716.4379,1430,306,51,408,1125,0
716.4642,2147,511,102,460,1122,0
716.4905,1941,614,153,561,1072,0
716.5168,1430,409,459,818,1329,0
716.5432,817,51,562,1021,1123,0
716.5695,664,51,715,817,868,102
716.5958,613,0,306,358,408,204
716.6221,409,0,459,0,868,204
716.6485,153,0,459,102,1328,51
716.6748,408,51,153,511,1278,51
716.7011,459,0,102,766,665,51
716.7274,255,0,357,766,409,51
716.7538,51,51,561,919,357,153
716.7801,102,51,715,1688,460,357
716.8064,102,0,460,1636,306,306
716.8328,102,0,460,1227,102,102
716.8591,102,51,459,1023,204,102
716.8854,664,102,714,818,664,153
716.9117,920,51,869,409,869,204
716.9381,921,0,919,255,971,204
716.9644,358,102,612,409,971,51
716.9907,459,204,561,612,1023,0
717.0171,817,204,817,357,563,0
717.0434,766,102,970,306,204,0
717.0697,714,51,919,408,204,0
717.0961,867,51,1175,511,306,51
717.1224,817,51,920,716,358,0
717.1487,766,153,920,1330,460,51
717.1751,969,153,510,1431,613,51
717.2014,1173,408,306,920,613,0
717.2277,612,409,51,511,51,0
717.2541,204,409,0,409,51,51
717.2804,408,153,51,357,459,358
717.3068,408,204,153,613,869,409
717.3331,408,307,306,511,869,204
717.3594,816,358,460,408,920,153
717.3858,918,153,306,512,663,51
717.4121,1175,0,459,716,510,0
717.4384,817,0,409,204,306,0
717.4648,357,51,562,357,561,0
717.4911,255,102,255,766,766,0
717.5175,255,102,153,1278,1381,0
717.5438,306,0,0,1890,1688,0
717.5702,357,0,51,1992,1534,0
717.5965,612,0,153,1071,1073,0
717.6228,766,0,204,664,921,204
717.6492,613,0,204,408,767,408
717.6755,255,0,358,867,511,204
717.7019,153,204,511,1073,255,153
717.7282,510,408,408,1225,613,306
717.7546,613,459,357,1328,920,204
717.7809,817,357,256,1635,664,255
717.8073,613,102,153,1072,51,357
717.8336,817,102,153,1072,665,358
717.8599,562,0,204,766,1381,153
717.8863,562,0,51,766,1432,102
717.9126,358,204,306,816,664,102
717.939,306,408,358,663,153,0
717.9653,306,510,204,510,102,0
717.9917,664,306,306,816,255,0
718.018,765,102,818,868,357,0
718.0444,715,51,1227,1022,409,0
718.0707,562,102,765,818,562,0
718.0971,460,204,613,869,664,51
718.1234,306,204,716,664,561,51
718.1498,0,255,613,511,357,102
718.1762,0,153,204,715,102,153
718.2025,153,51,204,919,0,255
718.2289,561,51,409,561,306,255
718.2552,1329,51,510,765,459,357
718.2816,1176,0,255,919,255,306
718.3079,715,51,102,867,307,306
718.3343,561,51,153,561,562,306
718.3606,1072,0,511,561,716,409
718.387,969,0,664,408,562,460
718.4134,867,0,561,204,613,409
718.4397,714,0,357,0,459,307
718.4661,664,0,459,0,767,51
718.4924,562,0,511,102,869,0
718.5188,716,0,358,153,1022,0
718.5451,818,0,357,204,665,0
718.5715,970,0,306,306,765,0
718.5979,1123,0,102,614,868,51
718.6242,1637,153,0,972,1329,102
718.6506,1635,408,51,818,1021,0
718.677,1227,460,204,920,664,0
718.7033,561,358,204,1585,204,102
718.7297,460,153,153,2200,358,204
718.756,357,102,459,1635,511,255
718.7824,613,255,562,1277,767,613
718.8088,561,357,306,1022,613,664
718.8351,409,408,307,817,255,459
718.8615,306,612,562,715,102,153
718.8879,613,716,664,1123,102,307
718.9142,919,562,510,1278,51,204
718.9406,1124,562,408,1636,0,102
718.967,562,408,460,2045,0,153
718.9933,204,256,357,2147,204,204
719.0197,255,51,562,1533,256,51
719.0461,613,0,1022,971,255,204
719.0725,561,0,868,357,0,306
719.0988,357,102,817,460,51,307
719.1252,357,204,459,460,0,204
719.1516,613,255,204,613,51,204
719.1779,612,153,204,409,306,512
719.2043,1021,255,613,561,306,716
719.2307,1278,307,715,715,409,409
719.2571,1839,204,920,562,408,51
719.2834,1943,51,715,153,357,204
719.3098,1790,102,460,153,613,204
719.3362,818,51,102,204,664,0
719.3626,306,153,51,204,409,0
719.3889,1073,204,153,255,306,102
719.4153,1125,102,306,510,767,153
719.4417,970,0,357,766,919,51
719.4681,561,0,358,1023,868,0
719.4944,510,0,613,818,868,0
719.5208,1634,0,562,255,1023,0
719.5472,1841,0,357,204,613,0
719.5736,1534,0,255,561,255,0
719.5999,663,0,153,1226,614,0
719.6263,511,0,255,2147,1022,0
719.6527,511,153,306,1993,1278,0
719.6791,511,408,307,1686,766,0
719.7055,358,613,307,1431,255,0
719.7319,358,511,409,1227,0,0
719.7582,358,358,204,1021,153,0
719.7846,255,153,204,1175,255,0
719.811,255,255,153,920,306,0
719.8374,306,511,255,766,562,0
719.8638,511,459,153,715,460,51
719.8902,1175,306,0,715,306,255
719.9165,1021,102,153,306,153,460
719.9429,357,51,765,408,255,409
719.9693,0,0,1020,511,306,102
719.9957,255,0,869,664,255,0
720.0221,459,102,1276,459,204,102
720.0485,664,204,1892,459,307,102
720.0749,869,306,1738,255,357,51
720.1012,971,358,1022,358,459,0
720.1276,971,204,408,409,562,0
720.154,1124,0,408,306,716,0
720.1804,714,0,562,357,1125,0
720.2068,817,0,460,409,818,0
720.2332,970,0,153,306,460,0
720.2596,816,0,0,459,102,0
720.286,357,102,306,664,51,0
720.3124,459,256,869,817,408,0
720.3388,306,204,1124,664,408,0
720.3652,408,102,868,613,306,0
720.3916,459,0,460,306,306,0
720.4179,664,51,358,204,714,0
720.4443,153,102,306,306,817,0
720.4707,204,51,51,715,766,0
720.4971,561,0,51,920,408,0
720.5235,1225,0,408,818,562,0
720.5499,1124,0,715,714,766,0
720.5763,920,0,766,663,664,0
720.6027,511,0,459,306,102,0
720.6291,460,0,153,153,0,0
720.6555,409,102,0,459,204,0
720.6819,255,307,51,1277,459,0
720.7083,255,409,255,1790,716,0
720.7347,153,255,511,1994,920,102
720.7611,0,102,358,1995,664,204
720.7875,102,306,561,1483,511,204
720.8139,51,204,868,766,460,0
720.8403,0,307,715,357,306,0
720.8667,102,307,306,408,255,0
720.8931,204,204,358,817,409,0
720.9195,306,204,408,969,409,0
720.9459,306,153,255,664,306,0
720.9723,408,51,51,664,153,0
720.9987,562,307,51,562,102,0
721.0252,613,613,255,357,204,0
721.0516,1124,972,510,306,511,0
721.078,1226,614,766,561,562,0
721.1044,1381,204,715,714,358,0
721.1308,919,0,306,561,51,0
721.1572,511,0,204,612,204,0
721.1836,715,0,255,1022,153,0
721.21,869,102,357,1431,204,0
721.2364,664,153,408,767,357,0
721.2628,511,153,459,307,715,51
721.2892,409,153,204,204,1072,204
721.3156,511,255,256,459,869,307
721.3421,664,204,512,663,613,153
721.3685,919,204,613,765,255,0
721.3949,1074,102,408,511,510,0
721.4213,920,102,408,766,612,51
721.4477,510,102,408,817,511,51
721.4741,562,204,204,971,409,0
721.5005,766,204,153,408,459,0
721.5269,613,102,153,408,665,0
721.5534,612,0,0,408,920,0
721.5798,765,0,51,510,971,0
721.6062,868,0,0,612,563,0
721.6326,817,102,0,818,818,102
721.659,613,153,102,1123,510,306
721.6854,919,153,204,1174,306,357
721.7119,1226,0,256,663,357,204
721.7383,1072,153,153,612,767,0
721.7647,307,307,0,663,920,153
721.7911,204,204,51,818,972,460
721.8175,102,307,408,408,613,460
721.844,460,511,665,255,460,511
721.8704,972,460,664,153,102,921
721.8968,1585,204,460,102,0,1074
721.9232,1535,0,613,357,0,869
721.9496,868,0,510,867,51,460
721.9761,357,51,357,867,460,153
722.0025,715,153,204,1022,715,153
722.0289,1022,204,357,921,767,102
722.0553,869,306,614,561,511,0
722.0818,664,306,665,306,409,0
722.1082,1330,613,562,408,357,0
722.1346,1533,1023,153,357,306,0
722.161,1329,1227,51,153,153,0
722.1875,510,715,51,153,0,0
722.2139,612,255,204,306,0,102
722.2403,817,51,255,459,306,153
722.2668,1227,0,306,511,971,51
722.2932,1278,0,306,306,1073,0
722.3196,1328,0,256,204,919,0
722.346,612,0,153,358,766,0
722.3725,613,0,51,562,664,0
722.3989,818,0,459,766,357,0
722.4253,664,0,1022,664,306,0
722.4518,255,0,817,204,255,0
722.4782,714,0,409,306,561,0
722.5046,765,0,153,1072,715,153
722.5311,765,0,307,1687,562,306
722.5575,459,0,409,1431,459,307
722.5839,409,0,306,1432,664,204
722.6104,358,0,358,1073,614,0
722.6368,510,153,562,970,409,0
722.6632,765,204,562,767,153,51
722.6897,715,255,153,869,0,51
722.7161,510,153,0,459,204,102
722.7425,357,204,204,766,511,153
722.769,408,409,408,1071,307,51
722.7954,306,307,511,1073,153,0
722.8219,153,204,409,664,204,0
722.8483,102,204,204,459,153,0
722.8747,153,102,204,357,408,0
722.9012,255,0,306,153,1227,0
722.9276,408,102,408,0,971,153
722.9541,561,307,460,51,715,512
722.9805,715,460,255,153,510,614
723.0069,970,614,562,204,562,307
723.0334,1175,563,818,357,614,0
723.0598,1278,512,817,664,511,0
723.0863,714,306,766,715,153,0
723.1127,561,204,971,817,306,0
723.1392,869,102,766,510,357,51
723.1656,1073,51,561,511,511,0
723.192,1074,153,306,459,358,0
723.2185,1380,204,306,562,204,0
723.2449,1381,306,102,561,409,102
723.2714,1329,408,0,510,563,102
723.2978,714,255,204,204,612,51
723.3243,664,204,306,408,562,0
723.3507,1022,204,459,460,357,0
723.3772,767,204,613,306,306,0
723.4036,409,0,358,0,255,0
723.4301,255,51,153,51,204,0
723.4565,459,51,408,0,510,0
723.483,612,0,716,0,1073,0
723.5094,511,51,561,0,971,0
723.5359,715,0,306,204,511,0
723.5623,818,102,102,255,102,0
723.5888,1126,153,357,255,0,0
723.6152,1177,51,767,255,0,0
723.6417,1483,51,870,511,51,0
723.6681,1586,51,459,306,408,0
723.6946,1278,0,562,459,869,0
723.7211,562,153,460,818,1074,102
723.7475,204,408,204,1329,1125,357
723.774,0,306,0,1073,715,408
723.8004,51,51,51,818,868,204
723.8269,357,0,102,510,715,51
723.8533,306,153,255,460,562,51
723.8798,153,153,306,409,511,51
723.9063,102,153,409,409,358,0
723.9327,255,256,511,460,255,0
723.9592,767,307,664,511,409,0
723.9856,1073,153,561,409,204,0
724.0121,1125,204,255,358,102,0
724.0386,1021,664,306,357,255,0
724.065,1175,817,460,306,563,0
724.0915,1431,460,306,306,614,51
724.1179,1738,306,153,307,306,51
724.1444,1482,153,153,204,255,0
724.1709,1176,306,153,357,357,0
724.1973,715,358,153,664,306,0
724.2238,766,409,204,716,511,0
724.2503,868,358,153,766,766,0
724.2767,613,408,255,715,613,51
724.3032,408,511,102,715,306,102
724.3297,818,613,409,511,153,51
724.3561,869,460,511,561,561,0
724.3826,1227,459,409,613,1278,0
724.4091,1227,460,255,612,1125,51
724.4355,1535,613,562,460,1534,102
724.462,1277,255,715,561,1893,51
724.4885,1227,307,409,918,1585,0
724.5149,921,307,102,1022,920,0
724.5414,561,306,0,511,920,0
724.5679,255,153,255,102,563,0
724.5943,460,102,766,408,358,51
724.6208,408,0,818,1072,153,102
724.6473,511,0,767,1789,153,204
724.6738,408,153,102,1788,408,204
724.7002,510,255,204,1890,766,51
724.7267,766,255,306,2147,716,0
724.7532,1022,306,255,2658,614,102
724.7796,870,357,153,1841,306,153
724.8061,869,357,153,918,102,51
724.8326,1023,204,153,357,153,0
724.8591,1279,307,102,357,204,256
724.8855,1228,460,204,459,306,614
724.912,1535,409,357,459,460,921
724.9385,1637,51,306,153,306,767
724.965,1176,0,511,255,102,614
724.9915,613,0,971,664,51,255
725.0179,561,102,1892,1175,204,51
725.0444,766,204,2659,868,358,0
725.0709,919,204,3017,613,306,0
725.0974,971,51,1994,664,102,0
725.1239,1327,0,1277,1483,0,0
725.1503,1328,0,1124,2095,204,0
725.1768,1176,0,970,1943,358,0
725.2033,971,0,562,1020,306,0
725.2298,1430,0,510,357,153,0
725.2563,1072,0,306,102,357,0
725.2827,715,0,153,204,766,0
725.3092,357,0,102,409,1225,0
725.3357,510,0,153,357,1175,51
725.3622,766,0,204,153,357,102
725.3887,510,0,204,204,408,0
725.4152,255,0,102,357,409,0
725.4417,511,0,0,409,613,0
725.4681,715,102,0,204,409,0
725.4946,1175,408,102,357,307,0
725.5211,817,561,460,613,306,0
725.5476,409,408,767,715,255,0
725.5741,460,204,563,816,306,0
725.6006,920,409,357,1175,511,0
725.6271,1174,512,204,1737,716,0
725.6536,1379,307,255,2200,562,0
725.6801,1483,0,409,1685,204,0
725.7065,1278,0,511,1125,0,0
725.733,460,0,357,459,0,0
725.7595,409,0,409,204,102,0
725.786,357,0,409,459,510,0
725.8125,663,51,307,408,818,0
725.839,562,153,511,612,869,51
725.8655,511,255,869,970,767,153
725.892,511,102,818,766,664,306
725.9185,511,51,614,510,920,204
725.945,511,153,510,562,767,153
725.9715,715,255,765,766,511,0
725.998,919,358,562,816,204,51
726.0245,818,306,357,562,102,102
726.051,459,51,409,357,102,102
726.0775,460,51,562,255,102,0
726.104,819,0,511,460,357,153
