9.79203,0,0,0
9.79275,0,0,0
9.79347,0,0,1
9.79419,0,0,0
9.79492,0,0,0
9.79564,1,0,0
9.79636,1,0,0
9.79708,1,0,0
9.7978,0,0,0
9.79852,0,0,0
9.79924,0,0,0
9.79997,0,0,0
9.80069,0,0,0
9.80141,1,0,0
9.80213,0,1,0
9.80285,0,0,0
9.80358,0,0,0
9.8043,0,0,2
9.80502,1,0,0
9.80574,0,0,0
9.80646,0,2,1
9.80718,1,0,0
9.80791,0,0,0
9.80863,1,0,0
9.80935,0,0,0
9.81007,0,0,0
9.8108,0,1,0
9.81152,0,1,0
9.81224,0,0,0
9.81296,0,0,1
9.81368,1,2,0
9.81441,0,0,0
9.81513,1,2,1
9.81585,0,0,0
9.81657,0,0,0
9.8173,0,0,0
9.81802,0,0,0
9.81874,0,0,0
9.81946,0,0,0
9.82018,0,1,0
9.82091,0,0,0
9.82163,0,0,0
9.82235,0,0,0
9.82307,1,1,0
9.8238,0,0,0
9.82452,1,0,0
9.82524,0,0,0
9.82597,0,0,0
9.82669,0,0,0
9.82741,0,0,0
9.82813,0,0,0
9.82886,0,0,2
9.82958,1,0,0
9.8303,0,0,0
9.83102,0,0,0
9.83175,0,0,0
9.83247,0,0,0
9.83319,0,0,0
9.83392,0,0,0
9.83464,0,0,0
9.83536,0,0,0
9.83609,1,0,0
9.83681,0,0,1
9.83753,0,1,0
9.83825,0,1,0
9.83898,0,0,2
9.8397,0,0,0
9.84042,0,1,0
9.84115,0,0,0
9.84187,0,0,0
9.84259,0,1,0
9.84332,0,0,0
9.84404,0,0,0
9.84476,0,0,0
9.84549,1,0,0
9.84621,0,0,1
9.84693,0,0,0
9.84766,0,0,1
9.84838,1,0,0
9.8491,0,0,0
9.84983,1,1,1
9.85055,1,1,0
9.85128,0,0,0
9.852,1,1,1
9.85272,0,1,1
9.85345,1,2,0
9.85417,0,0,0
9.85489,0,0,0
9.85562,0,0,1
9.85634,0,0,2
9.85706,0,0,0
9.85779,0,0,0
9.85851,0,0,0
9.85924,0,0,0
9.85996,0,0,0
9.86068,0,0,2
9.86141,0,0,0
9.86213,0,0,0
9.86286,0,0,0
9.86358,0,4,0
9.8643,1,0,0
9.86503,0,0,0
9.86575,0,0,0
9.86648,1,0,1
9.8672,0,0,0
9.86793,0,0,0
9.86865,0,0,0
9.86937,0,0,0
9.8701,0,0,0
9.87082,0,0,0
9.87155,0,0,0
9.87227,0,1,0
9.873,0,0,0
9.87372,0,0,0
9.87444,0,0,0
9.87517,0,1,0
9.87589,0,0,1
9.87662,0,0,0
9.87734,0,0,0
9.87807,0,0,0
9.87879,0,2,1
9.87952,0,0,0
9.88024,0,1,1
9.88097,0,0,0
9.88169,0,0,0
9.88241,1,0,0
9.88314,0,0,0
9.88386,0,0,0
9.88459,0,0,0
9.88531,0,3,0
9.88604,0,0,0
9.88676,0,1,0
9.88749,0,0,0
9.88821,0,0,0
9.88894,0,0,0
9.88966,0,1,0
9.89039,0,0,0
9.89111,0,0,2
9.89184,0,0,0
9.89256,0,0,0
9.89329,0,0,0
9.89401,0,1,0
9.89474,0,0,0
9.89546,0,1,0
9.89619,1,2,0
9.89691,0,1,0
9.89764,1,0,1
9.89837,0,0,0
9.89909,0,0,1
9.89982,0,0,0
9.90054,0,0,1
9.90127,0,0,0
9.90199,0,0,0
9.90272,0,1,0
9.90344,1,0,0
9.90417,0,0,0
9.90489,0,0,0
9.90562,0,0,0
9.90635,0,1,0
9.90707,1,0,0
9.9078,1,0,0
9.90852,0,0,0
9.90925,0,0,0
9.90997,0,0,1
9.9107,0,0,0
9.91143,0,0,0
9.91215,0,2,1
9.91288,1,0,1
9.9136,0,3,0
9.91433,0,0,0
9.91506,0,0,0
9.91578,0,0,0
9.91651,0,0,0
9.91723,1,0,3
9.91796,0,0,0
9.91869,0,2,1
9.91941,0,0,1
9.92014,1,0,0
9.92086,0,0,0
9.92159,0,0,0
9.92232,3,0,0
9.92304,1,1,1
9.92377,0,0,0
9.92449,0,0,0
9.92522,0,0,0
9.92595,0,1,1
9.92667,0,0,0
9.9274,1,0,0
9.92813,0,0,0
9.92885,0,0,0
9.92958,0,0,0
9.93031,0,0,0
9.93103,0,0,0
9.93176,0,0,0
9.93249,1,0,0
9.93321,0,1,0
9.93394,0,0,0
9.93467,0,0,2
9.93539,0,0,0
9.93612,0,0,0
9.93685,0,0,0
9.93757,0,0,0
9.9383,1,0,0
9.93903,0,0,0
9.93975,0,1,0
9.94048,1,0,0
9.94121,0,0,0
9.94193,2,0,1
9.94266,0,0,0
9.94339,0,0,1
9.94411,0,0,0
9.94484,0,0,0
9.94557,0,1,1
9.9463,0,0,0
9.94702,1,1,0
9.94775,0,0,0
9.94848,0,0,0
9.9492,0,0,2
9.94993,0,0,0
9.95066,0,1,0
9.95139,0,0,2
9.95211,0,0,2
9.95284,0,0,1
9.95357,2,0,0
9.95429,0,0,0
9.95502,0,0,0
9.95575,0,1,0
9.95648,0,0,0
9.9572,0,0,0
9.95793,0,1,0
9.95866,0,1,0
9.95939,2,0,0
9.96011,0,0,0
9.96084,1,0,0
9.96157,0,0,0
9.9623,0,0,2
9.96303,0,0,1
9.96375,0,0,0
9.96448,0,1,0
9.96521,0,0,0
9.96594,2,0,0
9.96666,0,0,0
9.96739,0,0,0
9.96812,0,0,0
9.96885,0,0,0
9.96958,0,0,1
9.9703,0,0,0
9.97103,0,0,0
9.97176,0,0,0
9.97249,0,1,0
9.97322,0,1,0
9.97394,0,1,0
9.97467,0,0,0
9.9754,0,2,0
9.97613,0,0,0
9.97686,0,1,2
9.97758,0,0,0
9.97831,0,0,0
9.97904,0,0,0
9.97977,0,0,2
9.9805,0,1,2
9.98123,0,1,0
9.98195,0,0,0
9.98268,0,0,1
9.98341,0,0,0
9.98414,1,0,0
9.98487,0,0,1
9.9856,0,0,0
9.98632,0,0,0
9.98705,1,0,0
9.98778,0,1,0
9.98851,0,0,0
9.98924,0,0,0
9.98997,0,0,1
9.9907,0,0,0
9.99143,0,0,1
9.99215,0,0,0
9.99288,0,0,0
9.99361,0,0,1
9.99434,0,0,0
9.99507,0,0,0
9.9958,1,0,1
9.99653,2,1,0
9.99726,1,1,1
9.99798,0,0,0
9.99871,0,0,0
9.99944,2,1,0
10.00017,0,0,0
10.0009,0,0,0
10.00163,2,1,0
10.00236,0,0,0
10.00309,0,0,0
10.00382,0,0,0
10.00455,0,0,0
10.00528,0,0,1
10.00601,0,0,0
10.00673,0,0,0
10.00746,1,1,0
10.00819,1,0,0
