17.253,0.17981,0.065714,0.037437,0.01615,0.012318,0.015222,0.0083267,0.0077157,0.034664,0.090391,1.3152,1.1697,0.4092,0.2916,0.32829,0.12238,0.11508,0.053343,0.061265,0.64944,0.44093,0.46392,0.27325,0.12144,0.077952,0.051555,0.073863,0.28205,0.14186,0.54425,0.15312,0.13097,0.035226,0.019036,0.015506,0.026673,0.018421,0.022883,0.010282,0.0093816,0.20402,0.18686,0.15604,0.059693,0.040885,0.046941,0.041826,0.028252,0.023867,0.019013,1.8876,0.5874,1.0097,0.33731,0.14221,0.068791,0.14184,0.083919,0.11222,0.051864,1.875,4.0977,1.7053,2.9825,1.9479,1.073,0.90569,0.57157,0.3387,0.20872,2.3438,3.5813,3.3531,1.9694,2.2131,1.4536,1.0873,0.65217,1.7354,4.7084
29.947,0.086644,0.033039,0.017492,0.0088829,0.0062488,0.0049567,0.0037689,0.0039667,0.0047169,0.025921,0.48533,0.27314,0.14822,0.10485,0.071942,0.040557,0.033798,0.023119,0.018216,0.11866,0.22797,0.12919,0.066811,0.045219,0.027671,0.019278,0.020426,0.032883,0.047833,0.20445,0.06076,0.049166,0.026497,0.011531,0.0082642,0.0083077,0.0069902,0.0047918,0.0036917,0.0036221,0.096621,0.081675,0.042583,0.029691,0.019355,0.017165,0.014002,0.010687,0.0096441,0.0074939,0.34977,0.31208,0.19674,0.16644,0.071418,0.033328,0.056389,0.040304,0.033803,0.023842,0.94837,0.96025,0.71771,1.5202,1.008,0.55319,0.44643,0.27666,0.17974,0.10488,1.0758,1.2833,1.4502,0.86705,0.92826,0.60717,0.5219,0.31305,0.22808,0.2332
40.588,1.1581,0.63884,0.29881,0.20773,0.16979,0.31521,0.10774,0.21374,0.36704,2.8861,37.153,26.448,9.0552,2.2899,4.3673,0.76564,1.6316,0.47138,1.5549,13.285,9.215,4.7702,7.0499,1.8175,1.1951,0.67834,1.0776,6.439,3.071,48.62,8.8955,3.3051,0.33491,0.1512,0.10895,0.092625,0.18926,0.066664,0.10206,0.13504,7.5313,4.8844,1.8845,0.62883,0.54933,0.31641,0.44867,0.23971,0.18632,0.25873,27.78,4.3508,6.4273,2.284,1.5697,1.1816,2.3532,1.104,1.6666,0.87565,37.299,53.032,41.527,39.106,10.095,10.555,7.5628,5.4696,4.4542,3.2029,33.199,53.03,39.361,43.545,35.126,39.001,29.354,10.747,27.515,14.761
53.276,0.11808,0.044251,0.02607,0.01345,0.010213,0.0072805,0.0055826,0.0063766,0.009112,0.031824,0.78322,0.53652,0.23004,0.19518,0.20753,0.064704,0.052048,0.038442,0.069006,0.18279,0.28165,0.17397,0.15966,0.055181,0.037491,0.023792,0.027309,0.096412,0.10367,0.28162,0.56537,0.066251,0.035271,0.017586,0.012072,0.01232,0.010577,0.020499,0.0046603,0.0059643,0.30973,0.15312,0.06297,0.046077,0.042604,0.0234,0.021441,0.015137,0.01125,0.011144,0.43324,0.35423,0.25022,0.19939,0.22913,0.042571,0.083023,0.05906,0.078024,0.031912,1.2988,1.3303,0.98677,2.0854,1.2698,0.83321,0.64371,0.40399,0.27726,0.16346,1.3102,3.1298,1.7362,2.031,1.2723,0.87634,1.4968,0.49297,1.068,0.41875
62.575,0.048307,0.019354,0.010272,0.0053853,0.0037513,0.0026831,0.0024599,0.0017741,0.0029192,0.013972,0.3047,0.19151,0.087469,0.067991,0.060346,0.026048,0.021016,0.012057,0.013592,0.066369,0.11853,0.065383,0.068582,0.028523,0.016729,0.010679,0.010539,0.023068,0.028831,0.10687,0.088753,0.027074,0.012365,0.0065041,0.0048818,0.003735,0.0035354,0.0023751,0.0017378,0.0020679,0.07106,0.042744,0.024924,0.017078,0.012044,0.010091,0.0088757,0.0057058,0.0052787,0.0043797,0.23247,0.17896,0.11505,0.10041,0.047842,0.020557,0.038657,0.024361,0.025678,0.017561,0.60144,0.64771,0.43502,1.0747,0.63716,0.36611,0.27311,0.15716,0.1298,0.067429,0.64994,1.1935,0.86104,0.49144,0.60584,0.35927,0.36601,0.19816,0.26996,0.13742
67.503,0.021456,0.010453,0.006688,0.002773,0.0019526,0.0015325,0.0011086,0.00094922,0.0012443,0.0054123,0.14075,0.086395,0.04631,0.02859,0.032689,0.012581,0.0098412,0.0060727,0.0063045,0.033043,0.051766,0.031711,0.033822,0.012347,0.0083759,0.0052242,0.0051608,0.010411,0.018681,0.047792,0.036365,0.015892,0.0071514,0.0037701,0.0028712,0.0022707,0.002336,0.0015262,0.00097487,0.00099147,0.031927,0.021337,0.012836,0.0090564,0.0064963,0.0047226,0.0042103,0.0028065,0.0028667,0.0021439,0.09852,0.074234,0.040356,0.036699,0.016668,0.010618,0.012446,0.009556,0.0092384,0.0055183,0.22641,0.26457,0.20403,0.40033,0.23915,0.15097,0.13402,0.096626,0.051663,0.039837,0.27287,0.3424,0.44145,0.28021,0.24407,0.20738,0.1617,0.083558,0.10351,0.067907
69.577,0.0075181,0.0035483,0.0017428,0.0010196,0.00062622,0.00063811,0.00037758,0.00028817,0.00030927,0.0014633,0.040638,0.027576,0.016141,0.011503,0.008684,0.0040697,0.0038646,0.001842,0.0017001,0.0077195,0.019075,0.0087756,0.0088963,0.0037369,0.0022653,0.0013492,0.0011439,0.0025344,0.0065308,0.014469,0.0096999,0.0045076,0.001825,0.0015,0.00092593,0.0012518,0.00072544,0.00053412,0.00033769,0.00044224,0.012433,0.0073758,0.004304,0.0026594,0.0014633,0.0017472,0.0010674,0.00080982,0.00085036,0.00060108,0.026862,0.029745,0.016848,0.014477,0.006884,0.0024708,0.0037284,0.003137,0.0026515,0.0013518,0.087048,0.075902,0.060226,0.099726,0.080669,0.04821,0.055689,0.048051,0.019185,0.012985,0.088455,0.12003,0.13458,0.074395,0.078682,0.051787,0.078112,0.031362,0.024263,0.020965
70.557,0.0085711,0.0033842,0.0021495,0.0013498,0.0010033,0.00054511,0.00041625,0.00043867,0.00057761,0.0021708,0.079691,0.04483,0.022076,0.01387,0.016633,0.0071946,0.0056689,0.0037181,0.0030854,0.0090641,0.017645,0.013074,0.0089243,0.0039373,0.0022523,0.0016622,0.0014938,0.0028578,0.006072,0.012549,0.010327,0.004392,0.0032599,0.0014383,0.0010329,0.00099316,0.00085957,0.00089174,0.00031585,0.00050645,0.012344,0.010525,0.0062793,0.0038052,0.0021658,0.0019272,0.0024307,0.00093337,0.00082133,0.00070285,0.030769,0.017506,0.018538,0.011394,0.0065268,0.003088,0.0057813,0.0030647,0.0030713,0.0017446,0.057889,0.11168,0.078813,0.20518,0.093661,0.042823,0.047501,0.045081,0.023785,0.0158,0.13831,0.11568,0.15486,0.084088,0.091857,0.060421,0.045736,0.032371,0.026506,0.025045
71.778,0.01372,0.0054992,0.0023768,0.001484,0.0008441,0.00074482,0.00044,0.00054419,0.00099909,0.0037437,0.094877,0.086798,0.040318,0.022359,0.024449,0.0099505,0.01008,0.0064392,0.0058107,0.017146,0.025203,0.018976,0.020078,0.0064442,0.0031549,0.0021937,0.0025893,0.0054077,0.0067446,0.036658,0.018334,0.007519,0.0033458,0.0016899,0.0013736,0.0015501,0.0011705,0.00083363,0.00054137,0.00048767,0.016246,0.011804,0.0084043,0.0046298,0.0029717,0.0020847,0.0023612,0.0014205,0.0012106,0.00075802,0.059483,0.029573,0.023716,0.01842,0.0092761,0.0062644,0.0082079,0.0045346,0.0051665,0.003185,0.16363,0.18086,0.16686,0.36703,0.21228,0.090996,0.093543,0.064045,0.04503,0.027355,0.19039,0.19698,0.19246,0.12156,0.16115,0.091772,0.075154,0.067352,0.058382,0.031719
75.09,0.070239,0.032601,0.021315,0.012341,0.0081945,0.0047517,0.003657,0.0024358,0.0022042,0.0090532,0.29881,0.22886,0.12245,0.095336,0.073747,0.042148,0.029308,0.016965,0.013316,0.051012,0.15957,0.16039,0.12132,0.076321,0.053841,0.034503,0.020123,0.029243,0.066839,0.096867,0.058509,0.033823,0.015209,0.0089677,0.0071351,0.0051889,0.0043288,0.002943,0.0020348,0.0023965,0.078242,0.088695,0.056822,0.041229,0.027186,0.022801,0.017815,0.0093304,0.0080822,0.0057357,0.28645,0.23515,0.16223,0.12371,0.076776,0.048355,0.055426,0.032979,0.045787,0.022532,0.59792,0.86057,0.53904,1.5126,0.8919,0.52558,0.45956,0.29326,0.22111,0.14823,0.65858,0.84202,1.1035,0.57812,0.74859,0.4802,0.43702,0.25618,0.19067,0.192
